"station_id","name","mode","lat","lon","year_opens","act","lines","color","src"
"X056","Forest Hill","commuter","32.650651","-97.236002","2050","1898","SE TexRail","#5b6770","extra"
"X069","Haltom City","commuter","32.809646","-97.297779","2050","1792","FTW/Denton","#5b6770","extra"
"X064","Keller","commuter","32.95574","-97.254696","2050","1504","FTW/Denton","#5b6770","extra"
"X063","Roanoke SW","commuter","32.984351","-97.239123","2050","550","FTW/Denton","#5b6770","extra"
"X569","Sherman","commuter","33.640283","-96.606733","2050","0","Sherman Line (ROW)","#5b6770","extra"
"X032","A Stop","brt","32.749122","-97.337377","2055","40240","46","#00838f","extra"
"X033","TCC Trinity River","brt","32.754976","-97.339474","2055","35785","46","#00838f","extra"
"X031","Magnolia W","brt","32.73301","-97.339404","2055","25248","46","#00838f","extra"
"X557","Melody Hills","commuter","32.823646","-97.305714","2055","17110","Gainesville Line (ROW)","#5b6770","extra"
"X558","Fort Worth Stockyards National Historic District NE3","commuter","32.8148","-97.323206","2055","13991","Gainesville Line (ROW)","#5b6770","extra"
"X559","Fort Worth Stockyards National Historic District","commuter","32.793628","-97.338995","2055","8252","Gainesville Line (ROW);FW Crosstown Loop","#5b6770","extra"
"X554","Saginaw","commuter","32.889496","-97.362584","2055","6118","Gainesville Line (ROW)","#5b6770","extra"
"X036","Fair Oaks","brt","32.785505","-97.383375","2055","6053","46","#00838f","extra"
"X037","Sansom Park SE","brt","32.795679","-97.397625","2055","6048","46","#00838f","extra"
"X556","Fort Worth Stockyards National Historic District NE2","commuter","32.807445","-97.322807","2055","5244","Gainesville Line (ROW)","#5b6770","extra"
"X274","Mesquite NW","metro","32.776008","-96.618041","2055","4767","Line 76","#880E4F","extra"
"X568","Celina","commuter","33.324268","-96.78434","2055","4714","Sherman Line (ROW)","#5b6770","extra"
"X039","Lake Worth","brt","32.811075","-97.429509","2055","4148","46","#00838f","extra"
"X564","Hebron","commuter","33.027084","-96.86436","2055","3564","Sherman Line (ROW)","#5b6770","extra"
"X502","Frisco S","metro","33.133649","-96.823891","2055","2720","Legacy Line","#0d8a4f","extra"
"X257","Hi Line W","metro","32.812534","-96.862623","2055","2143","Line 76","#880E4F","extra"
"X255","Hi Line W3","metro","32.822594","-96.883509","2055","0","Line 76","#880E4F","extra"
"X551","Gainesville","commuter","33.625847","-97.140163","2055","0","Gainesville Line (ROW)","#5b6770","extra"
"X256","Hi Line W2","metro","32.808095","-96.881879","2055","0","Line 76","#880E4F","extra"
"X416","Pearl","metro","32.796184","-96.807948","2060","85483","Blue Ctd","#01579B","extra"
"X417","Uptown","metro","32.802683","-96.80098","2060","81187","Blue Ctd","#01579B","extra"
"X402","Grand Prairie","metro","32.753586","-97.030047","2060","29785","Blue Ctd","#01579B","extra"
"X400","Six Flags","metro","32.757252","-97.070628","2060","21502","Blue Ctd","#01579B","extra"
"X401","Great Southwest N","metro","32.750837","-97.047877","2060","21311","Blue Ctd","#01579B","extra"
"X418","Old East Dallas","metro","32.806144","-96.776314","2060","18018","Blue Ctd;Silver","#01579B","extra"
"X415","Design District","metro","32.788387","-96.819155","2060","17646","Blue Ctd","#01579B","extra"
"X489","TCU E","brt","32.706084","-97.353596","2060","16556","FW Crosstown Loop","#00838f","extra"
"X398","Downtown Arlington","metro","32.738854","-97.106215","2060","16051","Blue Ctd","#01579B","extra"
"X396","UTA W","metro","32.729918","-97.126886","2060","15687","Blue Ctd","#01579B","extra"
"X397","UTA E","metro","32.732415","-97.107201","2060","14334","Blue Ctd;Purple line","#01579B","extra"
"X414","Trinity Groves","metro","32.778593","-96.831922","2060","13354","Blue Ctd;Silver","#01579B","extra"
"X053","Fort Worth","commuter","32.726005","-97.324769","2060","12763","TexRail 3rd exp","#5b6770","extra"
"X395","Arlington","metro","32.721328","-97.14621","2060","11012","Blue Ctd","#01579B","extra"
"X413","Trinity Groves South?","metro","32.771676","-96.836196","2060","10996","Blue Ctd;Silver","#01579B","extra"
"X399","Cowboys/Rangers Stadiums","metro","32.750424","-97.088303","2060","10939","Blue Ctd;Purple line","#01579B","extra"
"X052","Sundance Square S3","commuter","32.698901","-97.343439","2060","10377","TexRail 3rd exp","#5b6770","extra"
"X424","Zacha Junction","metro","32.864521","-96.681006","2060","10269","Blue Ctd;Silver","#01579B","extra"
"X476","Haltom North","brt","32.801943","-97.263467","2060","10045","FW Crosstown Loop","#00838f","extra"
"X419","Swiss Avenue Historic District","metro","32.815408","-96.759123","2060","9783","Blue Ctd;Silver","#01579B","extra"
"X490","Bluebonnet Circle","brt","32.702455","-97.365547","2060","9433","FW Crosstown Loop","#00838f","extra"
"X488","Hemphill/Berry","brt","32.705848","-97.331702","2060","8973","FW Crosstown Loop","#00838f","extra"
"X420","Lakewood","metro","32.81273","-96.737445","2060","8798","Blue Ctd;Silver","#01579B","extra"
"X475","Haltom City","brt","32.795064","-97.286195","2060","8726","FW Crosstown Loop","#00838f","extra"
"X493","Ridgmar Mall SE","brt","32.715778","-97.411961","2060","8379","FW Crosstown Loop","#00838f","extra"
"X482","Ederville SW","brt","32.748642","-97.221013","2060","8169","FW Crosstown Loop","#00838f","extra"
"X410","Metrocare hillside adult mental health clinic and primary care S","metro","32.751744","-96.875119","2060","8144","Blue Ctd","#01579B","extra"
"X423","Reinhardt","metro","32.846252","-96.68701","2060","8093","Blue Ctd;Silver","#01579B","extra"
"X009","White Settlement SW","brt","32.74124","-97.467818","2060","8045","BRT","#00838f","extra"
"X051","Sundance Square S4","commuter","32.698878","-97.347578","2060","7933","TexRail 3rd exp","#5b6770","extra"
"X492","Waterside","brt","32.69897","-97.411832","2060","7695","FW Crosstown Loop","#00838f","extra"
"X472","Marine Park","brt","32.781215","-97.349047","2060","7547","FW Crosstown Loop","#00838f","extra"
"X494","Ridglea Hills","brt","32.728311","-97.416346","2060","7448","FW Crosstown Loop","#00838f","extra"
"X049","Edgecliff Village SW","commuter","32.641218","-97.353828","2060","7427","TexRail 3rd exp","#5b6770","extra"
"X422","Reinhardt W2","metro","32.832544","-96.703823","2060","7364","Blue Ctd;Silver","#01579B","extra"
"X491","Clearfork","brt","32.704353","-97.391898","2060","6909","FW Crosstown Loop","#00838f","extra"
"X029","Lancaster Ave","brt","32.746171","-97.311855","2060","6894","Woodhaven direct","#00838f","extra"
"X403","Indian Hills","metro","32.742398","-97.01558","2060","6821","Blue Ctd","#01579B","extra"
"X485","Lindberg NW","brt","32.713742","-97.260889","2060","6687","FW Crosstown Loop","#00838f","extra"
"X011","White Settlement NW","brt","32.76614","-97.468199","2060","6579","BRT","#00838f","extra"
"X002","BRT","brt","32.795438","-97.366084","2060","6454","BRT","#00838f","extra"
"X004","River Oaks","brt","32.773114","-97.399724","2060","6420","BRT","#00838f","extra"
"X584","Ennis","commuter","32.328437","-96.62703","2060","6238","Ennis Line (ROW)","#5b6770","extra"
"X481","Ederville","brt","32.764611","-97.213787","2060","5975","FW Crosstown Loop","#00838f","extra"
"X008","White Settlement","brt","32.73381","-97.452284","2060","5876","BRT","#00838f","extra"
"X477","Richland Hills","brt","32.809016","-97.244906","2060","5710","FW Crosstown Loop","#00838f","extra"
"X583","Hutchins","commuter","32.644041","-96.709898","2060","5440","Ennis Line (ROW)","#5b6770","extra"
"X404","Grand Prairie SE","metro","32.744779","-96.994978","2060","5105","Blue Ctd;Beltline Line","#01579B","extra"
"X010","White Settlement W","brt","32.759396","-97.46886","2060","5082","BRT","#00838f","extra"
"X495","Ridgmar Mall","brt","32.721773","-97.439904","2060","5069","FW Crosstown Loop","#00838f","extra"
"X030","S Main","brt","32.746524","-97.325622","2060","4927","Woodhaven direct","#00838f","extra"
"X001","Stockyards Main","brt","32.795073","-97.349091","2060","4925","BRT","#00838f","extra"
"X047","Crowley","commuter","32.578517","-97.359057","2060","4181","TexRail 3rd exp","#5b6770","extra"
"X392","Handley","metro","32.732464","-97.218083","2060","3917","Blue Ctd","#01579B","extra"
"X552","Sanger","commuter","33.363367","-97.169313","2060","3417","Gainesville Line (ROW)","#5b6770","extra"
"X024","Haltom City SE2","brt","32.777231","-97.223627","2060","2621","Woodhaven direct","#00838f","extra"
"X555","Saginaw SE","commuter","32.85818","-97.36069","2060","2419","Gainesville Line (ROW)","#5b6770","extra"
"X038","Sansom Park","brt","32.80466","-97.412922","2060","2054","46","#00838f","extra"
"X553","Saginaw N","commuter","32.920957","-97.361427","2060","2001","Gainesville Line (ROW)","#5b6770","extra"
"X035","Fort Worth Stockyards National Historic District SW","brt","32.776501","-97.368114","2060","1935","46","#00838f","extra"
"X034","Fort Worth","brt","32.766514","-97.352986","2060","1910","46","#00838f","extra"
"X012","Lockheed Gate","brt","32.765491","-97.446112","2060","1286","BRT","#00838f","extra"
"X496","Ridgmar Mall / BRT Transfer","brt","32.742491","-97.44034","2060","0","FW Crosstown Loop;BRT","#00838f","extra"
"X425","Zacha Junction N2","metro","32.881345","-96.674518","2060","0","Blue Ctd;Silver","#01579B","extra"
"X355","Cypress Waters SW","brt","32.910654","-96.993881","2065","33940","Beltline Line","#00838f","extra"
"X357","Las Colinas SW2","brt","32.866355","-96.991601","2065","23757","Beltline Line","#00838f","extra"
"X457","Carrier South","metro","32.777193","-97.048088","2065","22037","Purple line","#9C27B0","extra"
"X458","Great Southwest N","metro","32.752921","-97.045652","2065","21311","Purple line","#9C27B0","extra"
"X433","South Arlington","metro","32.707293","-97.130514","2065","19470","Purple line","#9C27B0","extra"
"X341","Richardson NW","brt","32.949068","-96.731669","2065","18334","Beltline Line","#00838f","extra"
"X344","Addison Double East","brt","32.953903","-96.803665","2065","17627","Beltline Line","#00838f","extra"
"X340","Richardson","brt","32.945317","-96.708159","2065","16258","Beltline Line","#00838f","extra"
"X437","Kindred Hospital Tarrant County","metro","32.772668","-97.097112","2065","16190","Purple line","#9C27B0","extra"
"X365","North Westchester Meadows NE2","brt","32.700689","-96.993883","2065","14879","Beltline Line","#00838f","extra"
"X432","Parks Mall","metro","32.681665","-97.133393","2065","14461","Purple line","#9C27B0","extra"
"X345","Addison","brt","32.95399","-96.818478","2065","12557","Beltline Line","#00838f","extra"
"X335","Garland","brt","32.899496","-96.630851","2065","11707","Beltline Line","#00838f","extra"
"X449","Estelle","metro","32.857035","-97.014692","2065","11220","Purple line","#9C27B0","extra"
"X451","Irving W2","metro","32.836421","-96.993238","2065","10841","Purple line","#9C27B0","extra"
"X332","Rose Hill","brt","32.851053","-96.598554","2065","10708","Beltline Line","#00838f","extra"
"X337","Garland N","brt","32.93957","-96.636033","2065","10606","Beltline Line","#00838f","extra"
"X439","Euless","metro","32.819701","-97.09822","2065","10382","Purple line","#9C27B0","extra"
"X391","Mesquite SE","brt","32.765285","-96.597063","2065","10324","Beltline Line","#00838f","extra"
"X349","Carrollton","brt","32.953535","-96.881998","2065","10298","Beltline Line","#00838f","extra"
"X342","Richardson W","brt","32.951149","-96.756057","2065","10253","Beltline Line","#00838f","extra"
"X434","UTA W","metro","32.729572","-97.13188","2065","10167","Purple line","#9C27B0","extra"
"X427","Dallas Baptist University (DBU Mansfield)","metro","32.584933","-97.138381","2065","10159","Purple line","#9C27B0","extra"
"X463","North Westchester Meadows W2","metro","32.662495","-97.042384","2065","9578","Purple line","#9C27B0","extra"
"X359","Irving W","brt","32.83413","-96.993594","2065","9497","Beltline Line","#00838f","extra"
"X328","Mesquite N","brt","32.781885","-96.595817","2065","9387","Beltline Line","#00838f","extra"
"X370","Hillside Village W","brt","32.605756","-96.951891","2065","9370","Beltline Line","#00838f","extra"
"X371","Hillside Village SE","brt","32.590047","-96.933692","2065","9146","Beltline Line","#00838f","extra"
"X464","Chester Village","metro","32.64489","-97.046062","2065","8379","Purple line","#9C27B0","extra"
"X347","Addison S Central","brt","32.954259","-96.838661","2065","8356","Beltline Line","#00838f","extra"
"X331","New Hope","brt","32.832896","-96.595815","2065","8240","Beltline Line","#00838f","extra"
"X462","Outlet Mall","metro","32.677846","-97.050527","2065","10752","Purple line;Silver","#9C27B0","extra"
"X354","Cypress Waters","brt","32.933014","-96.993699","2065","8123","Beltline Line","#00838f","extra"
"X459","Great Southwest","metro","32.732669","-97.045911","2065","7828","Purple line","#9C27B0","extra"
"X430","Ambercrest","metro","32.639556","-97.1346","2065","7802","Purple line","#9C27B0","extra"
"X343","Prestonwood","brt","32.949973","-96.780832","2065","7552","Beltline Line","#00838f","extra"
"X338","SpringPark","brt","32.945151","-96.658519","2065","7461","Beltline Line","#00838f","extra"
"X454","Shady Grove","metro","32.803394","-97.026115","2065","7413","Purple line","#9C27B0","extra"
"X388","Lawson","brt","32.706426","-96.586377","2065","6913","Beltline Line","#00838f","extra"
"X440","Euless W","metro","32.837569","-97.087339","2065","6508","Purple line","#9C27B0","extra"
"X441","Euless N","metro","32.858303","-97.082491","2065","6255","Purple line","#9C27B0","extra"
"X452","Irving W3","metro","32.817699","-96.993154","2065","6225","Purple line","#9C27B0","extra"
"X364","Indian Hills SE","brt","32.723","-96.994101","2065","6116","Beltline Line","#00838f","extra"
"X339","Whispering Hills","brt","32.945374","-96.683294","2065","6085","Beltline Line","#00838f","extra"
"X428","Trusted Medical Centers Mansfield","metro","32.602515","-97.144529","2065","6014","Purple line","#9C27B0","extra"
"X374","De Soto E","brt","32.589737","-96.854135","2065","5990","Beltline Line","#00838f","extra"
"X431","Enchanted Creek W","metro","32.660742","-97.134488","2065","5837","Purple line","#9C27B0","extra"
"X442","Euless N2","metro","32.868095","-97.070068","2065","5759","Purple line","#9C27B0","extra"
"X334","Garland Central","brt","32.880889","-96.623642","2065","5727","Beltline Line","#00838f","extra"
"X360","Irving W4","brt","32.812923","-96.993759","2065","5459","Beltline Line","#00838f","extra"
"X381","Wilmer","brt","32.59325","-96.675142","2065","5312","Beltline Line","#00838f","extra"
"X461","North Westchester Meadows NW","metro","32.693064","-97.046366","2065","5277","Purple line","#9C27B0","extra"
"X352","Valley Ranch","brt","32.953088","-96.961444","2065","5217","Beltline Line","#00838f","extra"
"X336","Garland NE","brt","32.920393","-96.630656","2065","5137","Beltline Line","#00838f","extra"
"X469","River Oaks S","brt","32.760046","-97.396793","2065","4979","FW Crosstown Loop","#00838f","extra"
"X484","Berry/Stalcup","brt","32.708631","-97.237985","2065","4864","FW Crosstown Loop;Silver","#00838f","extra"
"X478","North Richland Hills","brt","32.809053","-97.224417","2065","4676","FW Crosstown Loop","#00838f","extra"
"X407","Arcadia Park","metro","32.743796","-96.921395","2065","4607","Blue Ctd","#01579B","extra"
"X486","Renaissance Square","brt","32.713308","-97.285146","2065","4567","FW Crosstown Loop","#00838f","extra"
"X050","Edgecliff Village NW","commuter","32.672645","-97.351996","2065","4384","TexRail 3rd exp","#5b6770","extra"
"X406","Collins Learning Center","metro","32.74639","-96.944451","2065","3723","Blue Ctd","#01579B","extra"
"X483","Handley","brt","32.732446","-97.225386","2065","3693","FW Crosstown Loop","#00838f","extra"
"X470","Sundance Square W","brt","32.759326","-97.375428","2065","3288","FW Crosstown Loop","#00838f","extra"
"X588","Waxahachie","commuter","32.391661","-96.851799","2065","3282","Waxahachie Line (ROW)","#5b6770","extra"
"X025","Haltom City SE","brt","32.770435","-97.24392","2065","3116","Woodhaven direct","#00838f","extra"
"X003","Fair Oaks","brt","32.783828","-97.385837","2065","2974","BRT","#00838f","extra"
"X005","NAS JRB","brt","32.759658","-97.420915","2065","2863","BRT;FW Crosstown Loop","#00838f","extra"
"X408","Cockrell Hill W","metro","32.731556","-96.908861","2065","2659","Blue Ctd","#01579B","extra"
"X006","BRT/ Subway","brt","32.751981","-97.431686","2065","2495","BRT;FW Crosstown Loop","#00838f","extra"
"X048","Crowley N","commuter","32.609765","-97.355266","2065","2486","TexRail 3rd exp","#5b6770","extra"
"X471","Fort Worth","brt","32.767123","-97.35955","2065","1910","FW Crosstown Loop","#00838f","extra"
"X027","Sundance Square E2","brt","32.765235","-97.286496","2065","1843","Woodhaven direct","#00838f","extra"
"X421","Lakewood E","metro","32.817854","-96.719274","2065","1805","Blue Ctd;Silver","#01579B","extra"
"X394","Arlington Lakeside","metro","32.720482","-97.172103","2065","1778","Blue Ctd","#01579B","extra"
"X480","Ederville N","brt","32.778605","-97.217085","2065","1580","FW Crosstown Loop","#00838f","extra"
"X405","Grand Prairie E","metro","32.746213","-96.969747","2065","1433","Blue Ctd","#01579B","extra"
"X474","Fort Worth Stockyards National Historic District E","brt","32.795182","-97.312537","2065","0","FW Crosstown Loop","#00838f","extra"
"X393","Arlington Lakeside W","metro","32.728887","-97.19271","2065","0","Blue Ctd","#01579B","extra"
"X465","Lake Port Village","metro","32.627499","-97.039729","2065","0","Purple line","#9C27B0","extra"
"X479","Riverbend","brt","32.794513","-97.22122","2065","0","FW Crosstown Loop","#00838f","extra"
"X411","Metrocare hillside adult mental health clinic and primary care","metro","32.772777","-96.873934","2065","0","Blue Ctd","#01579B","extra"
"X026","Haltom City","brt","32.76654","-97.264264","2065","0","Woodhaven direct","#00838f","extra"
"X412","Metrocare hillside adult mental health clinic and primary care NE","metro","32.772788","-96.855792","2065","0","Blue Ctd","#01579B","extra"
"X308","Uptown","metro","32.797618","-96.793614","2070","74308","Silver","#BDBDBD","extra"
"X303","Bishop Arts District W","metro","32.751651","-96.835364","2070","23177","Silver","#BDBDBD","extra"
"X547","Fort Worth Stockyards National Historic District NE4","commuter","32.822461","-97.329386","2070","15735","Bowie Line (ROW)","#5b6770","extra"
"X295","Duncanville SW","metro","32.650277","-96.90936","2070","12655","Silver","#BDBDBD","extra"
"X284","Arlington Highlands","metro","32.684547","-97.103188","2070","10099","Silver","#BDBDBD","extra"
"X297","A mall","metro","32.662257","-96.879374","2070","9990","Silver","#BDBDBD","extra"
"X300","Oak Cliff SE","metro","32.699723","-96.837642","2070","9800","Silver","#BDBDBD","extra"
"X296","Duncanville NE2","metro","32.661896","-96.900495","2070","9652","Silver","#BDBDBD","extra"
"X289","North Westchester Meadows","metro","32.676136","-97.009154","2070","8984","Silver","#BDBDBD","extra"
"X301","Oak Cliff E","metro","32.718279","-96.829926","2070","8490","Silver","#BDBDBD","extra"
"X280","Lindberg E","metro","32.680454","-97.195266","2070","7974","Silver","#BDBDBD","extra"
"X302","Bishop Arts District","metro","32.738123","-96.824648","2070","7476","Silver","#BDBDBD","extra"
"X549","Fort Worth Stockyards National Historic District NE","commuter","32.806027","-97.32677","2070","7070","Bowie Line (ROW)","#5b6770","extra"
"X279","Lindberg","metro","32.669236","-97.215501","2070","6679","Silver","#BDBDBD","extra"
"X548","Haltom City","commuter","32.824214","-97.283641","2070","5995","Bowie Line (ROW)","#5b6770","extra"
"X299","Oak Cliff S","metro","32.684206","-96.853806","2070","5431","Silver","#BDBDBD","extra"
"X293","Sunset Acres S","metro","32.644654","-96.95588","2070","5202","Silver","#BDBDBD","extra"
"X546","Saginaw","commuter","32.876283","-97.364532","2070","5196","Bowie Line (ROW)","#5b6770","extra"
"X281","Lindberg E2","metro","32.682242","-97.173402","2070","5054","Silver","#BDBDBD","extra"
"X329","Mesquite N2","brt","32.798051","-96.59574","2070","4985","Beltline Line","#00838f","extra"
"X282","Dalworthington Gardens","metro","32.677733","-97.152429","2070","4800","Silver","#BDBDBD","extra"
"X294","Duncanville","metro","32.647332","-96.931295","2070","4720","Silver","#BDBDBD","extra"
"X373","De Soto","brt","32.58992","-96.880645","2070","4632","Beltline Line","#00838f","extra"
"X375","Mill Creek Estates W","brt","32.589654","-96.827612","2070","4610","Beltline Line","#00838f","extra"
"X389","Balch Springs","brt","32.7242","-96.599547","2070","4494","Beltline Line","#00838f","extra"
"X333","Centerville","brt","32.867389","-96.608192","2070","4328","Beltline Line","#00838f","extra"
"X377","Lancaster","brt","32.592046","-96.775173","2070","4270","Beltline Line","#00838f","extra"
"X456","Indian Hills NW","metro","32.788801","-97.054433","2070","3379","Purple line","#9C27B0","extra"
"X286","Enchanted Creek NE","metro","32.678326","-97.069456","2070","3214","Silver","#BDBDBD","extra"
"X285","Enchanted Creek","metro","32.679577","-97.083556","2070","3197","Silver","#BDBDBD","extra"
"X376","Mill Creek Estates","brt","32.592625","-96.8016","2070","3185","Beltline Line","#00838f","extra"
"X278","Lindberg SW","metro","32.67166","-97.239208","2070","3162","Silver","#BDBDBD","extra"
"X460","Indian Hills SW","metro","32.71206","-97.044563","2070","2855","Purple line","#9C27B0","extra"
"X544","Saginaw NW2","commuter","32.921962","-97.406308","2070","2807","Bowie Line (ROW)","#5b6770","extra"
"X438","Viridian","metro","32.799898","-97.098101","2070","2787","Purple line","#9C27B0","extra"
"X372","Hillside Village E","brt","32.589941","-96.907169","2070","2701","Beltline Line","#00838f","extra"
"X586","Britton","commuter","32.550076","-97.06934","2070","2667","Waxahachie Line (ROW)","#5b6770","extra"
"X292","Sunset Acres SW","metro","32.658702","-96.97194","2070","2652","Silver","#BDBDBD","extra"
"X353","Coppell","brt","32.949765","-96.98524","2070","2581","Beltline Line","#00838f","extra"
"X545","Saginaw NW","commuter","32.893726","-97.392102","2070","2389","Bowie Line (ROW)","#5b6770","extra"
"X390","Mesquite S","brt","32.743838","-96.599038","2070","2353","Beltline Line","#00838f","extra"
"X368","Sunset Acres SW2","brt","32.639035","-96.972011","2070","2334","Beltline Line","#00838f","extra"
"X366","North Westchester Meadows NE","brt","32.681386","-96.985113","2070","2178","Beltline Line","#00838f","extra"
"X290","North Westchester Meadows E","metro","32.672117","-96.984393","2070","2178","Silver","#BDBDBD","extra"
"X283","Parks Mall","metro","32.678092","-97.133189","2070","2168","Silver","#BDBDBD","extra"
"X288","North Westchester Meadows W","metro","32.676544","-97.031314","2070","1916","Silver","#BDBDBD","extra"
"X455","Shady Grove W","metro","32.798267","-97.046867","2070","1401","Purple line","#9C27B0","extra"
"X367","Sunset Acres W","brt","32.659681","-96.981397","2070","1015","Beltline Line","#00838f","extra"
"X386","Kleberg","brt","32.671229","-96.608239","2070","0","Beltline Line","#00838f","extra"
"X387","Sand Branch N","brt","32.686912","-96.589325","2070","0","Beltline Line","#00838f","extra"
"X382","Wilmer NE","brt","32.604004","-96.651997","2070","0","Beltline Line","#00838f","extra"
"X351","Valley Ranch NE","brt","32.951189","-96.934964","2070","0","Beltline Line","#00838f","extra"
"X443","Euless NE","metro","32.862951","-97.04889","2070","0","Purple line","#9C27B0","extra"
"X385","Sand Branch NW","brt","32.651995","-96.617228","2070","0","Beltline Line","#00838f","extra"
"X379","Lancaster E","brt","32.587594","-96.725592","2070","0","Beltline Line","#00838f","extra"
"X587","Midlothian","commuter","32.487466","-96.990649","2070","0","Waxahachie Line (ROW)","#5b6770","extra"
"X380","Wilmer W","brt","32.5875","-96.699237","2070","0","Beltline Line","#00838f","extra"
"X384","Sand Branch","brt","32.630735","-96.613406","2070","0","Beltline Line","#00838f","extra"
"X383","Sand Branch SW","brt","32.613677","-96.628201","2070","0","Beltline Line","#00838f","extra"
"X378","Lancaster SE","brt","32.584991","-96.751793","2070","0","Beltline Line","#00838f","extra"
"X446","Cypress Waters SW3","metro","32.89228","-97.039415","2070","0","Purple line","#9C27B0","extra"
"X298","Vibra Specialty Hospital of Desoto","metro","32.671428","-96.868421","2070","0","Silver","#BDBDBD","extra"
"X444","Texas Health Surgical Specialists","metro","32.877069","-97.041625","2070","0","Purple line","#9C27B0","extra"
"X445","Cypress Waters SW2","metro","32.897739","-97.0414","2070","0","Purple line","#9C27B0","extra"
"X448","Estelle SW","metro","32.857619","-97.031744","2070","0","Purple line","#9C27B0","extra"
"X543","Decatur","commuter","33.235616","-97.580358","2070","0","Bowie Line (ROW)","#5b6770","extra"
"X453","Shady Grove NE","metro","32.816127","-97.012316","2070","0","Purple line","#9C27B0","extra"
"X447","Estelle W","metro","32.871596","-97.039514","2070","0","Purple line","#9C27B0","extra"
"X291","Sunset Acres","metro","32.669856","-96.96478","2070","0","Silver","#BDBDBD","extra"
"X277","Forest Hill","metro","32.6931","-97.239049","2070","0","Silver","#BDBDBD","extra"
"X542","Bowie","commuter","33.558088","-97.849522","2070","0","Bowie Line (ROW)","#5b6770","extra"
"X369","Cedar Hill","brt","32.617491","-96.973801","2070","0","Beltline Line","#00838f","extra"
"X429","La Frontera","metro","32.618548","-97.138215","2070","0","Purple line","#9C27B0","extra"
"X362","Entertainment","brt","32.770589","-96.99494","2070","0","Beltline Line","#00838f","extra"
"X356","Las Colinas","brt","32.888715","-96.991131","2070","0","Beltline Line","#00838f","extra"
"X361","Indian Hills N","brt","32.79174","-96.994444","2070","0","Beltline Line","#00838f","extra"
